The	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
type	I-PRGE
II	I-PRGE
receptor	I-PRGE
in	O
chronic	B-Cancer
myeloid	I-Cancer
leukemia	I-Cancer
:	O
analysis	O
of	O
microsatellite	O
regions	O
and	O
gene	O
expression	O
.	O

Genomic	O
instability	O
is	O
one	O
mechanism	O
proposed	O
to	O
play	O
a	O
role	O
in	O
the	O
disease	O
progression	O
of	O
chronic	B-Cancer
myeloid	I-Cancer
leukemia	I-Cancer
(	O
CML	B-Cancer
)	O
.	O

Microsatellite	O
regions	O
in	O
the	O
type	B-PRGE
II	I-PRGE
transforming	I-PRGE
growth	I-PRGE
factor	I-PRGE
-	I-PRGE
beta	I-PRGE
receptor	I-PRGE
(	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
)	O
gene	O
appear	O
to	O
be	O
targets	O
for	O
mutation	O
in	O
some	O
cancers	B-Cancer
displaying	O
microsatellite	O
instability	O
(	O
replication	O
error	O
phenotype	O
,	O
RER	O
+	O
)	O
.	O

Furthermore	O
,	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
mutations	O
in	O
RER	B-Cancer
+	I-Cancer
tumors	I-Cancer
have	O
been	O
associated	O
with	O
decreased	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
mRNA	O
levels	O
.	O

As	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
is	O
a	O
potent	O
negative	O
growth	O
regulator	O
of	O
hematopoietic	B-CELL
cells	I-CELL
,	O
investigations	O
were	O
undertaken	O
to	O
determine	O
whether	O
inactivation	O
of	O
the	O
receptor	O
by	O
microsatellite	O
alteration	O
might	O
be	O
involved	O
in	O
the	O
progression	O
of	O
CML	B-Cancer
.	O

Analysis	O
of	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
mRNA	O
expression	O
by	O
RNase	B-PRGE
protection	O
,	O
with	O
comparison	O
of	O
cells	B-CELL
from	O
the	O
chronic	O
,	O
accelerated	O
and	O
blast	O
phases	O
of	O
CML	B-Cancer
,	O
showed	O
no	O
change	O
in	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
transcript	O
levels	O
during	O
disease	O
progression	O
.	O

However	O
,	O
during	O
each	O
phase	O
of	O
the	O
disease	O
,	O
low	O
levels	O
of	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
were	O
detected	O
when	O
compared	O
with	O
the	O
hematopoietic	B-CELL
cells	I-CELL
of	O
normal	O
donors	B-LIVB
.	O

Furthermore	O
,	O
this	O
decreased	O
expression	O
was	O
also	O
observed	O
in	O
the	O
other	O
myeloproliferative	O
disorders	O
,	O
polycythemia	O
rubra	O
vera	O
(	O
PRV	O
)	O
and	O
essential	O
thrombocythemia	O
(	O
ET	O
)	O
.	O

The	O
leukemia	B-CELL
cell	I-CELL
lines	I-CELL
K562	I-CELL
and	O
HL	B-CELL
-	I-CELL
60	I-CELL
had	O
no	O
detectable	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
mRNA	O
.	O

Two	O
microsatellite	O
regions	O
found	O
altered	O
in	O
RER	B-Cancer
+	I-Cancer
colon	I-Cancer
cancers	I-Cancer
were	O
analyzed	O
to	O
establish	O
if	O
these	O
sequences	O
were	O
aberrant	O
in	O
CML	B-Cancer
.	O

No	O
alteration	O
was	O
detected	O
in	O
either	O
of	O
these	O
regions	O
in	O
any	O
phase	O
of	O
the	O
disease	O
.	O

These	O
results	O
suggest	O
that	O
alterations	O
of	O
the	O
microsatellite	O
regions	O
in	O
the	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
gene	O
are	O
not	O
involved	O
in	O
the	O
progression	O
of	O
CML	B-Cancer
.	O

Decreased	O
expression	O
of	O
TGF	B-PRGE
-	I-PRGE
beta	I-PRGE
RII	I-PRGE
in	O
CML	B-CELL
cells	I-CELL
and	O
leukemia	B-CELL
cell	I-CELL
lines	I-CELL
raises	O
the	O
possibility	O
that	O
altered	O
expression	O
of	O
the	O
receptor	O
may	O
play	O
a	O
role	O
in	O
the	O
initiation	O
and	O
/	O
or	O
maintenance	O
of	O
the	O
disease	O
state	O
.	O

N	O
-	O
glycosylation	O
of	O
glucose	B-PRGE
transporter	I-PRGE
-	I-PRGE
1	I-PRGE
(	O
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
)	O
is	O
associated	O
with	O
increased	O
transporter	O
affinity	O
for	O
glucose	B-CHED
in	O
human	B-LIVB
leukemic	B-CELL
cells	I-CELL
.	O

To	O
elucidate	O
the	O
role	O
of	O
N	O
-	O
glycosylation	O
in	O
the	O
functional	O
activity	O
of	O
the	O
universal	O
glucose	B-CHED
transporter	O
,	O
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
,	O
we	O
investigated	O
effects	O
of	O
the	O
N	O
-	O
glycosylation	O
inhibitor	O
,	O
tunicamycin	B-CHED
,	O
on	O
glucose	B-CHED
transport	O
by	O
human	B-LIVB
leukemic	B-CELL
cell	I-CELL
lines	I-CELL
K562	I-CELL
,	O
U937	B-CELL
and	O
HL60	B-CELL
.	O

Treatment	O
with	O
tunicamycin	B-CHED
produced	O
a	O
40	O
-	O
50	O
%	O
inhibition	O
of	O
2	B-CHED
-	I-CHED
deoxyglucose	I-CHED
uptake	O
and	O
this	O
was	O
associated	O
with	O
a	O
2	O
-	O
2	O
.	O
5	O
-	O
fold	O
decrease	O
in	O
transporter	O
affinity	O
for	O
glucose	B-CHED
(	O
Km	O
)	O
without	O
a	O
change	O
in	O
Vmax	O
.	O

Leukemic	B-CELL
K562	I-CELL
,	O
U937	B-CELL
and	O
HL60	B-CELL
cells	I-CELL
expressed	O
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
transporter	O
protein	O
.	O

With	O
K562	B-CELL
cells	I-CELL
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
appeared	O
as	O
a	O
broad	O
band	O
of	O
50	O
-	O
60	O
kDa	O
,	O
whereas	O
with	O
U937	B-CELL
and	O
HL60	B-CELL
cells	I-CELL
a	O
diffuse	O
band	O
was	O
observed	O
at	O
approximately	O
55	O
kDa	O
.	O

Treatment	O
of	O
K562	B-CELL
cells	I-CELL
with	O
tunicamycin	B-CHED
for	O
18	O
h	O
,	O
resulted	O
in	O
extensive	O
loss	O
of	O
the	O
50	O
-	O
60	O
kDa	O
glycoprotein	B-PRGE
,	O
appearance	O
of	O
a	O
30	O
-	O
40	O
kDa	O
band	O
and	O
increased	O
staining	O
of	O
a	O
45	O
kDa	O
band	O
.	O

With	O
U937	B-CELL
cells	I-CELL
,	O
tunicamycin	B-CHED
treatment	O
resulted	O
in	O
the	O
appearance	O
of	O
a	O
30	O
-	O
40	O
kDa	O
band	O
and	O
increased	O
staining	O
of	O
a	O
45	O
kDa	O
band	O
.	O

With	O
HL60	B-CELL
cells	I-CELL
loss	O
of	O
the	O
55	O
kDa	O
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
band	O
was	O
observed	O
and	O
a	O
band	O
of	O
45	O
kDa	O
appeared	O
.	O

Tunicamycin	B-CHED
-	O
treatment	O
resulted	O
in	O
75	O
-	O
90	O
%	O
inhibition	O
in	O
[	B-CHED
3H	I-CHED
]	I-CHED
mannose	I-CHED
incorporation	O
but	O
only	O
20	O
-	O
25	O
%	O
inhibition	O
in	O
[	B-CHED
3H	I-CHED
]	I-CHED
thymidine	I-CHED
and	O
[	B-CHED
3H	I-CHED
]	I-CHED
leucine	I-CHED
incorporation	O
.	O

In	O
contrast	O
,	O
tunicamycin	B-CHED
had	O
little	O
effect	O
on	O
the	O
viability	O
and	O
MTT	B-CHED
responses	O
of	O
the	O
cells	B-CELL
used	O
.	O

These	O
results	O
suggest	O
that	O
in	O
leukemic	B-CELL
cells	I-CELL
N	O
-	O
glycosylation	O
of	O
Glut	B-PRGE
-	I-PRGE
1	I-PRGE
plays	O
an	O
important	O
role	O
in	O
maintaining	O
its	O
structure	O
and	O
functional	O
integration	O
.	O

Immunohistochemical	O
analysis	O
of	O
nm23	B-PRGE
-	I-PRGE
H1	I-PRGE
gene	O
product	O
in	O
node	B-Multi-tissue_structure
-	O
positive	O
lung	B-Cancer
cancer	I-Cancer
and	O
lymph	B-Multi-tissue_structure
nodes	I-Multi-tissue_structure
.	O

The	O
nm23	B-PRGE
-	I-PRGE
H1	I-PRGE
gene	O
product	O
has	O
been	O
considered	O
as	O
an	O
anti	O
-	O
metastatic	O
protein	O
and	O
the	O
level	O
of	O
its	O
expression	O
has	O
been	O
reported	O
to	O
correlate	O
inversely	O
with	O
metastatic	O
potential	O
in	O
some	O
cancers	B-Cancer
.	O

However	O
,	O
the	O
expression	O
of	O
nm23	B-PRGE
-	I-PRGE
H1	I-PRGE
gene	O
product	O
in	O
the	O
metastatic	O
sites	B-Multi-tissue_structure
have	O
not	O
been	O
studied	O
in	O
detail	O
.	O

We	O
examined	O
the	O
expression	O
of	O
nm23	B-PRGE
-	I-PRGE
H1	I-PRGE
gene	O
product	O
in	O
surgically	O
resected	O
46	O
pairs	O
of	O
primary	O
lung	B-Cancer
cancers	I-Cancer
and	O
metastatic	O
lymph	B-Multi-tissue_structure
nodes	I-Multi-tissue_structure
by	O
immunohistochemistry	O
.	O

The	O
positive	O
staining	O
of	O
nm23	B-PRGE
-	I-PRGE
